Record #:  3
Notes :
1.	Sirisha - 39 - F, Normal,
Spontaneous blinks ~ 3 mins
Electrode placement: 1
Ch1, Ch2- vertical channel, Ch3-Hrzontal (L- positive, R - negative)
LPF: order= 4, Cut-off:15 Hz
Only one common reference for Ch-A and Ch-B


6/20/20224:22:42 PMRecord #:  3
Notes :
1.	Sirisha - 39 - F, Normal,
Spontaneous blinks ~ 3 mins
Electrode placement: 1
Ch1, Ch2- vertical channel, Ch3-Hrzontal (L- positive, R - negative)
LPF: order= 4, Cut-off:15 Hz
Only one common reference for Ch-A and Ch-B


6/20/20224:22:42 PM
Volts Data

CH1	CH2	CH3	
-14.784448E-3	-16.996108E-3	264.599919E-6
-14.784046E-3	-16.996019E-3	264.778733E-6
-14.783800E-3	-16.996622E-3	265.136361E-6
-14.783621E-3	-16.997494E-3	265.650451E-6
-14.783420E-3	-16.997784E-3	266.186893E-6
-14.783330E-3	-16.997471E-3	266.745687E-6
-14.783554E-3	-16.997315E-3	267.438591E-6
-14.784157E-3	-16.997874E-3	268.332660E-6
-14.784917E-3	-16.998723E-3	269.338489E-6
-14.785565E-3	-16.999081E-3	270.254910E-6
-14.786012E-3	-16.998857E-3	270.970166E-6
-14.786348E-3	-16.998768E-3	271.573663E-6
-14.786594E-3	-16.999371E-3	272.110105E-6
-14.786594E-3	-17.000221E-3	272.512436E-6
-14.786236E-3	-17.000511E-3	272.579491E-6
-14.785588E-3	-17.000176E-3	272.311270E-6
-14.785029E-3	-17.000064E-3	271.841884E-6
-14.784805E-3	-17.000824E-3	271.372497E-6
-14.784895E-3	-17.002054E-3	270.903111E-6
-14.785185E-3	-17.002970E-3	270.321965E-6
-14.785677E-3	-17.003350E-3	269.584358E-6
-14.786460E-3	-17.003842E-3	268.846750E-6
-14.787443E-3	-17.004825E-3	268.220901E-6
-14.788337E-3	-17.005831E-3	267.617404E-6
-14.788873E-3	-17.006055E-3	266.857445E-6
-14.789052E-3	-17.005496E-3	265.896320E-6
-14.789142E-3	-17.004959E-3	264.957547E-6
-14.789321E-3	-17.005049E-3	264.219940E-6
-14.789544E-3	-17.005384E-3	263.728201E-6
-14.789589E-3	-17.005250E-3	263.348222E-6
-14.789544E-3	-17.004624E-3	263.035297E-6
-14.789633E-3	-17.004311E-3	262.901187E-6
-14.789969E-3	-17.004892E-3	262.945890E-6
-14.790371E-3	-17.005943E-3	262.968242E-6
-14.790572E-3	-17.006591E-3	262.767076E-6
-14.790505E-3	-17.006747E-3	262.454152E-6
-14.790371E-3	-17.007105E-3	262.409449E-6
-14.790326E-3	-17.008223E-3	262.923539E-6
-14.790259E-3	-17.009564E-3	263.929367E-6
-14.789991E-3	-17.010279E-3	265.248120E-6
-14.789589E-3	-17.010234E-3	266.678631E-6
-14.789276E-3	-17.010033E-3	268.243253E-6
-14.789119E-3	-17.010123E-3	269.941986E-6
-14.788941E-3	-17.010055E-3	271.596014E-6
-14.788449E-3	-17.009094E-3	272.959471E-6
-14.787689E-3	-17.007373E-3	274.010003E-6
-14.786951E-3	-17.005876E-3	274.926424E-6
-14.786460E-3	-17.005362E-3	275.954604E-6
-14.786214E-3	-17.005473E-3	277.027488E-6
-14.786080E-3	-17.005473E-3	278.078020E-6
-14.786057E-3	-17.005295E-3	279.039145E-6
-14.786258E-3	-17.005675E-3	280.022621E-6
-14.786705E-3	-17.006993E-3	281.073153E-6
-14.787242E-3	-17.008625E-3	282.078981E-6
-14.787644E-3	-17.009564E-3	282.749534E-6
-14.787845E-3	-17.009653E-3	282.950699E-6
-14.788002E-3	-17.009564E-3	282.838941E-6
-14.788203E-3	-17.009854E-3	282.548368E-6
-14.788270E-3	-17.010190E-3	282.034278E-6
-14.788091E-3	-17.009877E-3	281.162560E-6
-14.787778E-3	-17.008983E-3	279.955566E-6
-14.787622E-3	-17.008446E-3	278.614461E-6
-14.787734E-3	-17.008848E-3	277.340412E-6
-14.788046E-3	-17.009810E-3	276.178122E-6
-14.788382E-3	-17.010480E-3	275.105238E-6
-14.788784E-3	-17.010681E-3	274.144113E-6
-14.789365E-3	-17.010994E-3	273.495913E-6
-14.790058E-3	-17.011732E-3	273.250043E-6
-14.790595E-3	-17.012313E-3	273.317099E-6
-14.790595E-3	-17.011955E-3	273.473561E-6
-14.790080E-3	-17.010704E-3	273.674726E-6
-14.789321E-3	-17.009497E-3	273.987651E-6
-14.788471E-3	-17.009005E-3	274.501741E-6
-14.787555E-3	-17.008804E-3	275.127590E-6
-14.786549E-3	-17.008156E-3	275.731087E-6
-14.785632E-3	-17.007127E-3	276.200473E-6
-14.785141E-3	-17.006502E-3	276.692212E-6
-14.785163E-3	-17.006792E-3	277.273357E-6
-14.785498E-3	-17.007463E-3	277.854502E-6
-14.785901E-3	-17.007597E-3	278.212130E-6
-14.786281E-3	-17.007105E-3	278.256834E-6
-14.786728E-3	-17.006747E-3	278.189778E-6
-14.787219E-3	-17.006993E-3	278.122723E-6
-14.787532E-3	-17.007396E-3	278.055668E-6
-14.787488E-3	-17.007150E-3	277.832150E-6
-14.787197E-3	-17.006300E-3	277.474523E-6
-14.786929E-3	-17.005719E-3	277.094543E-6
-14.786884E-3	-17.006055E-3	276.871026E-6
-14.787018E-3	-17.006926E-3	276.736915E-6
-14.787197E-3	-17.007574E-3	276.535749E-6
-14.787443E-3	-17.007910E-3	276.200473E-6
-14.787890E-3	-17.008580E-3	275.798142E-6
-14.788516E-3	-17.009944E-3	275.440514E-6
-14.789119E-3	-17.011419E-3	275.105238E-6
-14.789477E-3	-17.012089E-3	274.702907E-6
-14.789633E-3	-17.011955E-3	274.255872E-6
-14.789768E-3	-17.011799E-3	273.808837E-6
-14.790036E-3	-17.012224E-3	273.294747E-6
-14.790326E-3	-17.012805E-3	272.400677E-6
-14.790393E-3	-17.012760E-3	270.970166E-6
-14.790282E-3	-17.012022E-3	269.092619E-6
-14.790080E-3	-17.011374E-3	267.148018E-6
-14.789835E-3	-17.011262E-3	265.538692E-6
-14.789388E-3	-17.011262E-3	264.398754E-6
-14.788561E-3	-17.010637E-3	263.705850E-6
-14.787510E-3	-17.009474E-3	263.482332E-6
-14.786549E-3	-17.008625E-3	263.795257E-6
-14.785856E-3	-17.008737E-3	264.622271E-6
-14.785387E-3	-17.009296E-3	265.739858E-6
-14.785096E-3	-17.009541E-3	266.857445E-6
-14.785051E-3	-17.009385E-3	267.840922E-6
-14.785454E-3	-17.009519E-3	268.757343E-6
-14.786348E-3	-17.010413E-3	269.651413E-6
-14.787510E-3	-17.011508E-3	270.456076E-6
-14.788650E-3	-17.011978E-3	270.970166E-6
-14.789701E-3	-17.011777E-3	271.148980E-6
-14.790729E-3	-17.011687E-3	271.171331E-6
-14.791735E-3	-17.012134E-3	271.126628E-6
-14.792405E-3	-17.012648E-3	270.925462E-6
-14.792606E-3	-17.012425E-3	270.411372E-6
-14.792383E-3	-17.011598E-3	269.584358E-6
-14.792092E-3	-17.011017E-3	268.645585E-6
-14.791869E-3	-17.011285E-3	267.796218E-6
-14.791712E-3	-17.011955E-3	267.080963E-6
-14.791533E-3	-17.012268E-3	266.432762E-6
-14.791489E-3	-17.012246E-3	265.918672E-6
-14.791802E-3	-17.012693E-3	265.762210E-6
-14.792494E-3	-17.013967E-3	266.075134E-6
-14.793344E-3	-17.015420E-3	266.723335E-6
-14.794037E-3	-17.016068E-3	267.483294E-6
-14.794484E-3	-17.015778E-3	268.131495E-6
-14.794819E-3	-17.015330E-3	268.779695E-6
-14.795110E-3	-17.015308E-3	269.517303E-6
-14.795266E-3	-17.015330E-3	270.277262E-6
-14.795177E-3	-17.014749E-3	270.925462E-6
-14.794908E-3	-17.013654E-3	271.439552E-6
-14.794707E-3	-17.012894E-3	271.975994E-6
-14.794685E-3	-17.013028E-3	272.668898E-6
-14.794730E-3	-17.013587E-3	273.339450E-6
-14.794618E-3	-17.013766E-3	273.786485E-6
-14.794350E-3	-17.013609E-3	273.875892E-6
-14.794126E-3	-17.013900E-3	273.764133E-6
-14.794014E-3	-17.014928E-3	273.518264E-6
-14.793925E-3	-17.016001E-3	273.138285E-6
-14.793679E-3	-17.016090E-3	272.467732E-6
-14.793366E-3	-17.015107E-3	271.551311E-6
-14.793165E-3	-17.013833E-3	270.567834E-6
-14.793165E-3	-17.012917E-3	269.673765E-6
-14.793120E-3	-17.012000E-3	268.802047E-6
-14.792830E-3	-17.010547E-3	267.907977E-6
-14.792316E-3	-17.008714E-3	267.013907E-6
-14.791779E-3	-17.007418E-3	266.276300E-6
-14.791332E-3	-17.007172E-3	265.851617E-6
-14.790863E-3	-17.007463E-3	265.561044E-6
-14.790237E-3	-17.007418E-3	265.181065E-6
-14.789544E-3	-17.006993E-3	264.622271E-6
-14.789030E-3	-17.006904E-3	264.063478E-6
-14.788739E-3	-17.007574E-3	263.616443E-6
-14.788538E-3	-17.008424E-3	263.191760E-6
-14.788225E-3	-17.008670E-3	262.677670E-6
-14.787935E-3	-17.008267E-3	262.051821E-6
-14.787912E-3	-17.007977E-3	261.470675E-6
-14.788225E-3	-17.008290E-3	261.068344E-6
-14.788628E-3	-17.008737E-3	260.844827E-6
-14.788918E-3	-17.008536E-3	260.688365E-6
-14.789075E-3	-17.007709E-3	260.621309E-6
-14.789231E-3	-17.007038E-3	260.777771E-6
-14.789432E-3	-17.006971E-3	261.336565E-6
-14.789432E-3	-17.007016E-3	262.185931E-6
-14.789075E-3	-17.006412E-3	263.147056E-6
-14.788538E-3	-17.005205E-3	264.108181E-6
-14.788091E-3	-17.004244E-3	265.114009E-6
-14.787935E-3	-17.004021E-3	266.075134E-6
-14.787979E-3	-17.004132E-3	266.835093E-6
-14.787957E-3	-17.003886E-3	267.237425E-6
-14.787823E-3	-17.003372E-3	267.527997E-6
-14.787711E-3	-17.003350E-3	268.131495E-6
-14.787622E-3	-17.004222E-3	269.405544E-6
-14.787376E-3	-17.005339E-3	271.260738E-6
-14.786795E-3	-17.005786E-3	273.294747E-6
-14.785945E-3	-17.005563E-3	275.194645E-6
-14.785118E-3	-17.005384E-3	276.848674E-6
-14.784515E-3	-17.005719E-3	278.189778E-6
-14.784113E-3	-17.006077E-3	278.994441E-6
-14.783822E-3	-17.005786E-3	279.128551E-6
-14.783777E-3	-17.004982E-3	278.614461E-6
-14.784090E-3	-17.004490E-3	277.765095E-6
-14.784761E-3	-17.004758E-3	276.826322E-6
-14.785543E-3	-17.005183E-3	275.887549E-6
-14.786236E-3	-17.005026E-3	274.859369E-6
-14.786839E-3	-17.004333E-3	273.741782E-6
-14.787532E-3	-17.003931E-3	272.691250E-6
-14.788359E-3	-17.004289E-3	271.819532E-6
-14.789142E-3	-17.004870E-3	271.059573E-6
-14.789656E-3	-17.004848E-3	270.254910E-6
-14.789946E-3	-17.004155E-3	269.450247E-6
-14.790304E-3	-17.003618E-3	268.779695E-6
-14.790796E-3	-17.003685E-3	268.399715E-6
-14.791198E-3	-17.003909E-3	268.198550E-6
-14.791243E-3	-17.003596E-3	268.019736E-6
-14.790952E-3	-17.002858E-3	267.796218E-6
-14.790505E-3	-17.002501E-3	267.684460E-6
-14.789991E-3	-17.002881E-3	267.818570E-6
-14.789343E-3	-17.003395E-3	268.176198E-6
-14.788404E-3	-17.003238E-3	268.623233E-6
-14.787309E-3	-17.002366E-3	269.137323E-6
-14.786258E-3	-17.001562E-3	269.830227E-6
-14.785431E-3	-17.001227E-3	270.769000E-6
-14.784738E-3	-17.000847E-3	271.752477E-6
-14.784068E-3	-16.999774E-3	272.557139E-6
-14.783531E-3	-16.998187E-3	273.071229E-6
-14.783353E-3	-16.997002E-3	273.406506E-6
-14.783464E-3	-16.996756E-3	273.630023E-6
-14.783643E-3	-16.997024E-3	273.674726E-6
-14.783621E-3	-16.997047E-3	273.428857E-6
-14.783464E-3	-16.996913E-3	272.981822E-6
-14.783375E-3	-16.997471E-3	272.534788E-6
-14.783464E-3	-16.998991E-3	272.221863E-6
-14.783621E-3	-17.000757E-3	271.908939E-6
-14.783710E-3	-17.001763E-3	271.461904E-6
-14.783867E-3	-17.001942E-3	270.836055E-6
-14.784336E-3	-17.002076E-3	270.210207E-6
-14.785185E-3	-17.002657E-3	269.785523E-6
-14.786191E-3	-17.003283E-3	269.517303E-6
-14.787041E-3	-17.003350E-3	269.316137E-6
-14.787711E-3	-17.003015E-3	269.204378E-6
-14.788359E-3	-17.003171E-3	269.293785E-6
-14.789008E-3	-17.004289E-3	269.673765E-6
-14.789499E-3	-17.005719E-3	270.232558E-6
-14.789589E-3	-17.006569E-3	270.724297E-6
-14.789343E-3	-17.006792E-3	271.126628E-6
-14.789008E-3	-17.007127E-3	271.506608E-6
-14.788762E-3	-17.007887E-3	271.975994E-6
-14.788561E-3	-17.008513E-3	272.445381E-6
-14.788292E-3	-17.008178E-3	272.780657E-6
-14.788046E-3	-17.006971E-3	273.004174E-6
-14.788002E-3	-17.005786E-3	273.317099E-6
-14.788069E-3	-17.005116E-3	273.853540E-6
-14.788002E-3	-17.004602E-3	274.568796E-6
-14.787532E-3	-17.003551E-3	275.284052E-6
-14.786772E-3	-17.002232E-3	275.976956E-6
-14.785945E-3	-17.001517E-3	276.692212E-6
-14.785275E-3	-17.001919E-3	277.519226E-6
-14.784649E-3	-17.002814E-3	278.279185E-6
-14.783978E-3	-17.003417E-3	278.793275E-6
-14.783397E-3	-17.003685E-3	279.061496E-6
-14.783129E-3	-17.004266E-3	279.285014E-6
-14.783263E-3	-17.005473E-3	279.575586E-6
-14.783598E-3	-17.006569E-3	279.821455E-6
-14.783934E-3	-17.006725E-3	279.843807E-6
-14.784314E-3	-17.005965E-3	279.597938E-6
-14.784828E-3	-17.005205E-3	279.240310E-6
-14.785498E-3	-17.004959E-3	278.860331E-6
-14.786057E-3	-17.004736E-3	278.457999E-6
-14.786370E-3	-17.003842E-3	277.876854E-6
-14.786460E-3	-17.002434E-3	277.273357E-6
-14.786594E-3	-17.001450E-3	276.826322E-6
-14.786907E-3	-17.001428E-3	276.714563E-6
-14.787242E-3	-17.001852E-3	276.781619E-6
-14.787465E-3	-17.002009E-3	276.781619E-6
-14.787622E-3	-17.001897E-3	276.669860E-6
-14.787912E-3	-17.002210E-3	276.513398E-6
-14.788337E-3	-17.003238E-3	276.379287E-6
-14.788717E-3	-17.004333E-3	276.133418E-6
-14.788896E-3	-17.004758E-3	275.664032E-6
-14.788873E-3	-17.004602E-3	275.038183E-6
-14.788873E-3	-17.004691E-3	274.524093E-6
-14.788896E-3	-17.005429E-3	274.322927E-6
-14.788762E-3	-17.006189E-3	274.389982E-6
-14.788315E-3	-17.006256E-3	274.591148E-6
-14.787644E-3	-17.005809E-3	274.859369E-6
-14.786996E-3	-17.005697E-3	275.284052E-6
-14.786594E-3	-17.006390E-3	275.954604E-6
-14.786348E-3	-17.007284E-3	276.781619E-6
-14.786214E-3	-17.007574E-3	277.586281E-6
-14.786281E-3	-17.007306E-3	278.368592E-6
-14.786772E-3	-17.007262E-3	279.262662E-6
-14.787644E-3	-17.007820E-3	280.290842E-6
-14.788628E-3	-17.008446E-3	281.296670E-6
-14.789365E-3	-17.008446E-3	281.967223E-6
-14.789879E-3	-17.007977E-3	282.280147E-6
-14.790282E-3	-17.007932E-3	282.369554E-6
-14.790639E-3	-17.008714E-3	282.347202E-6
-14.790773E-3	-17.009787E-3	282.078981E-6
-14.790617E-3	-17.010368E-3	281.453133E-6
-14.790304E-3	-17.010503E-3	280.469656E-6
-14.790170E-3	-17.010994E-3	279.352069E-6
-14.790393E-3	-17.012179E-3	278.256834E-6
-14.790840E-3	-17.013408E-3	277.139246E-6
-14.791399E-3	-17.013855E-3	275.932252E-6
-14.792092E-3	-17.013565E-3	274.725258E-6
-14.793031E-3	-17.013319E-3	273.741782E-6
-14.794037E-3	-17.013453E-3	273.115933E-6
-14.794819E-3	-17.013408E-3	272.713602E-6
-14.795132E-3	-17.012514E-3	272.333622E-6
-14.795020E-3	-17.010950E-3	271.886587E-6
-14.794774E-3	-17.009698E-3	271.573663E-6
-14.794484E-3	-17.009318E-3	271.439552E-6
-14.794104E-3	-17.009318E-3	271.350145E-6
-14.793612E-3	-17.009050E-3	271.148980E-6
-14.793187E-3	-17.008558E-3	270.746648E-6
-14.793098E-3	-17.008625E-3	270.344317E-6
-14.793366E-3	-17.009474E-3	270.053744E-6
-14.793724E-3	-17.010413E-3	269.807875E-6
-14.793836E-3	-17.010480E-3	269.517303E-6
-14.793701E-3	-17.009765E-3	269.316137E-6
-14.793456E-3	-17.009117E-3	269.383192E-6
-14.793254E-3	-17.009050E-3	269.897282E-6
-14.793009E-3	-17.009072E-3	270.746648E-6
-14.792740E-3	-17.008580E-3	271.752477E-6
-14.792629E-3	-17.007776E-3	272.803009E-6
-14.792919E-3	-17.007485E-3	274.032354E-6
-14.793500E-3	-17.008021E-3	275.440514E-6
-14.794081E-3	-17.008692E-3	276.848674E-6
-14.794350E-3	-17.008692E-3	278.010964E-6
-14.794350E-3	-17.008133E-3	278.927386E-6
-14.794327E-3	-17.007820E-3	279.776752E-6
-14.794394E-3	-17.008178E-3	280.693173E-6
-14.794461E-3	-17.008625E-3	281.587243E-6
-14.794394E-3	-17.008469E-3	282.347202E-6
-14.794283E-3	-17.007843E-3	282.928348E-6
-14.794350E-3	-17.007597E-3	283.487141E-6
-14.794685E-3	-17.008111E-3	284.090638E-6
-14.795087E-3	-17.008804E-3	284.582376E-6
-14.795378E-3	-17.009027E-3	284.828246E-6
-14.795624E-3	-17.008960E-3	284.783542E-6
-14.795981E-3	-17.009452E-3	284.627080E-6
-14.796495E-3	-17.010838E-3	284.470618E-6
-14.796987E-3	-17.012447E-3	284.314156E-6
-14.797300E-3	-17.013408E-3	283.978879E-6
-14.797546E-3	-17.013676E-3	283.509493E-6
-14.797926E-3	-17.013967E-3	283.107162E-6
-14.798485E-3	-17.014615E-3	282.883644E-6
-14.798999E-3	-17.014995E-3	282.816589E-6
-14.799312E-3	-17.014414E-3	282.704830E-6
-14.799401E-3	-17.013118E-3	282.548368E-6
-14.799513E-3	-17.012112E-3	282.436609E-6
-14.799647E-3	-17.011955E-3	282.458961E-6
-14.799669E-3	-17.012134E-3	282.503664E-6
-14.799424E-3	-17.011911E-3	282.414258E-6
-14.798976E-3	-17.011307E-3	282.190740E-6
-14.798507E-3	-17.011017E-3	282.011926E-6
-14.798149E-3	-17.011330E-3	281.967223E-6
-14.797792E-3	-17.011620E-3	281.989574E-6
-14.797322E-3	-17.011151E-3	281.922519E-6
-14.796853E-3	-17.010123E-3	281.833112E-6
-14.796562E-3	-17.009340E-3	281.922519E-6
-14.796451E-3	-17.009117E-3	282.213092E-6
-14.796339E-3	-17.008826E-3	282.593071E-6
-14.796048E-3	-17.007731E-3	282.771885E-6
-14.795601E-3	-17.006010E-3	282.749534E-6
-14.795199E-3	-17.004624E-3	282.660127E-6
-14.794953E-3	-17.004110E-3	282.660127E-6
-14.794730E-3	-17.003998E-3	282.637775E-6
-14.794439E-3	-17.003708E-3	282.436609E-6
-14.794193E-3	-17.003372E-3	282.078981E-6
-14.794260E-3	-17.003752E-3	281.699002E-6
-14.794663E-3	-17.005071E-3	281.363726E-6
-14.795221E-3	-17.006569E-3	280.983746E-6
-14.795668E-3	-17.007373E-3	280.380249E-6
-14.795981E-3	-17.007619E-3	279.620290E-6
-14.796294E-3	-17.008089E-3	278.949738E-6
-14.796585E-3	-17.009117E-3	278.569758E-6
-14.796719E-3	-17.010100E-3	278.502703E-6
-14.796585E-3	-17.010301E-3	278.659165E-6
-14.796339E-3	-17.009899E-3	279.061496E-6
-14.796227E-3	-17.009810E-3	279.821455E-6
-14.796428E-3	-17.010480E-3	280.939043E-6
-14.796786E-3	-17.011397E-3	282.213092E-6
-14.797121E-3	-17.011754E-3	283.375382E-6
-14.797524E-3	-17.011665E-3	284.224749E-6
-14.798127E-3	-17.011777E-3	284.805894E-6
-14.798932E-3	-17.012313E-3	285.163522E-6
-14.799647E-3	-17.012604E-3	285.185874E-6
-14.800094E-3	-17.011933E-3	284.738839E-6
-14.800295E-3	-17.010614E-3	283.889472E-6
-14.800496E-3	-17.009676E-3	282.928348E-6
-14.800787E-3	-17.009698E-3	282.034278E-6
-14.801033E-3	-17.010190E-3	281.296670E-6
-14.801122E-3	-17.010346E-3	280.626118E-6
-14.801167E-3	-17.010190E-3	280.089676E-6
-14.801301E-3	-17.010368E-3	279.866159E-6
-14.801614E-3	-17.011128E-3	280.067325E-6
-14.801860E-3	-17.011799E-3	280.536711E-6
-14.801793E-3	-17.011665E-3	281.073153E-6
-14.801368E-3	-17.010882E-3	281.609595E-6
-14.800765E-3	-17.010346E-3	282.235444E-6
-14.800072E-3	-17.010368E-3	282.905996E-6
-14.799222E-3	-17.010368E-3	283.531845E-6
-14.798261E-3	-17.009608E-3	283.911824E-6
-14.797501E-3	-17.008357E-3	284.045935E-6
-14.797211E-3	-17.007530E-3	284.135342E-6
-14.797434E-3	-17.007552E-3	284.269452E-6
-14.797881E-3	-17.007798E-3	284.314156E-6
-14.798284E-3	-17.007530E-3	284.135342E-6
-14.798664E-3	-17.006837E-3	283.755362E-6
-14.799155E-3	-17.006457E-3	283.397734E-6
-14.799781E-3	-17.006703E-3	283.129513E-6
-14.800251E-3	-17.006949E-3	282.905996E-6
-14.800407E-3	-17.006569E-3	282.570720E-6
-14.800295E-3	-17.005764E-3	282.168388E-6
-14.800183E-3	-17.005406E-3	281.922519E-6
-14.800183E-3	-17.005943E-3	281.989574E-6
-14.800206E-3	-17.006837E-3	282.257795E-6
-14.800183E-3	-17.007418E-3	282.526016E-6
-14.800251E-3	-17.007843E-3	282.749534E-6
-14.800541E-3	-17.008714E-3	282.973051E-6
-14.801010E-3	-17.010123E-3	283.218920E-6
-14.801368E-3	-17.011352E-3	283.375382E-6
-14.801435E-3	-17.011642E-3	283.375382E-6
-14.801346E-3	-17.011218E-3	283.308327E-6
-14.801368E-3	-17.011061E-3	283.464789E-6
-14.801614E-3	-17.011553E-3	283.956528E-6
-14.801905E-3	-17.012089E-3	284.649432E-6
-14.802083E-3	-17.011955E-3	285.319984E-6
-14.802217E-3	-17.011374E-3	285.901129E-6
-14.802486E-3	-17.011173E-3	286.482275E-6
-14.802888E-3	-17.011710E-3	287.152827E-6
-14.803134E-3	-17.012402E-3	287.778676E-6
-14.803089E-3	-17.012537E-3	288.203359E-6
-14.802866E-3	-17.012313E-3	288.359821E-6
-14.802687E-3	-17.012559E-3	288.426876E-6
-14.802709E-3	-17.013565E-3	288.449228E-6
-14.802754E-3	-17.014682E-3	288.337469E-6
-14.802709E-3	-17.015129E-3	288.024545E-6
-14.802575E-3	-17.015062E-3	287.532806E-6
-14.802530E-3	-17.015308E-3	287.063420E-6
-14.802530E-3	-17.016135E-3	286.705792E-6
-14.802396E-3	-17.016850E-3	286.415219E-6
-14.802016E-3	-17.016649E-3	286.057591E-6
-14.801547E-3	-17.015800E-3	285.677612E-6
-14.801301E-3	-17.015241E-3	285.409391E-6
-14.801346E-3	-17.015375E-3	285.364687E-6
-14.801435E-3	-17.015666E-3	285.387039E-6
-14.801346E-3	-17.015375E-3	285.319984E-6
-14.801122E-3	-17.014660E-3	285.208225E-6
-14.800966E-3	-17.014302E-3	285.275280E-6
-14.800854E-3	-17.014503E-3	285.632908E-6
-14.800631E-3	-17.014682E-3	286.146998E-6
-14.800206E-3	-17.014213E-3	286.616385E-6
-14.799759E-3	-17.013475E-3	286.974013E-6
-14.799647E-3	-17.013341E-3	287.331641E-6
-14.799938E-3	-17.014034E-3	287.666917E-6
-14.800429E-3	-17.014794E-3	287.801027E-6
-14.800966E-3	-17.014816E-3	287.555158E-6
-14.801614E-3	-17.014280E-3	286.929309E-6
-14.802486E-3	-17.014079E-3	286.146998E-6
-14.803581E-3	-17.014503E-3	285.364687E-6
-14.804587E-3	-17.014883E-3	284.649432E-6
-14.805235E-3	-17.014593E-3	283.934176E-6
-14.805548E-3	-17.013878E-3	283.308327E-6
-14.805727E-3	-17.013744E-3	282.905996E-6
-14.805861E-3	-17.014571E-3	282.794237E-6
-14.805861E-3	-17.015733E-3	282.794237E-6
-14.805771E-3	-17.016515E-3	282.727182E-6
-14.805727E-3	-17.017029E-3	282.615423E-6
-14.806040E-3	-17.017923E-3	282.548368E-6
-14.806643E-3	-17.019421E-3	282.570720E-6
-14.807202E-3	-17.020784E-3	282.481313E-6
-14.807492E-3	-17.021187E-3	282.101333E-6
-14.807537E-3	-17.020762E-3	281.430781E-6
-14.807492E-3	-17.020293E-3	280.693173E-6
-14.807470E-3	-17.020091E-3	280.044973E-6
-14.807336E-3	-17.019600E-3	279.486179E-6
-14.806978E-3	-17.018326E-3	278.949738E-6
-14.806621E-3	-17.016582E-3	278.413296E-6
-14.806509E-3	-17.015330E-3	277.966261E-6
-14.806643E-3	-17.014928E-3	277.519226E-6
-14.806822E-3	-17.014839E-3	276.848674E-6
-14.806800E-3	-17.014392E-3	275.753438E-6
-14.806576E-3	-17.013855E-3	274.345279E-6
-14.806330E-3	-17.014012E-3	272.937119E-6
-14.806040E-3	-17.015085E-3	271.819532E-6
-14.805548E-3	-17.016314E-3	271.037221E-6
-14.804743E-3	-17.016873E-3	270.590186E-6
-14.803760E-3	-17.016850E-3	270.567834E-6
-14.802933E-3	-17.016940E-3	271.081924E-6
-14.802329E-3	-17.017365E-3	272.154808E-6
-14.801882E-3	-17.017476E-3	273.540616E-6
-14.801547E-3	-17.016739E-3	274.904072E-6
-14.801458E-3	-17.015554E-3	276.111066E-6
-14.801703E-3	-17.014906E-3	277.183950E-6
-14.802285E-3	-17.015241E-3	278.055668E-6
-14.802843E-3	-17.015979E-3	278.614461E-6
-14.803223E-3	-17.016403E-3	278.681517E-6
-14.803447E-3	-17.016761E-3	278.346241E-6
-14.803760E-3	-17.017722E-3	277.854502E-6
-14.804162E-3	-17.019354E-3	277.385116E-6
-14.804542E-3	-17.020784E-3	276.915729E-6
-14.804766E-3	-17.021187E-3	276.423991E-6
-14.804989E-3	-17.020740E-3	275.954604E-6
-14.805414E-3	-17.020248E-3	275.708735E-6
-14.806017E-3	-17.020091E-3	275.775790E-6
-14.806554E-3	-17.019689E-3	275.999308E-6
-14.806867E-3	-17.018460E-3	276.178122E-6
-14.807090E-3	-17.016806E-3	276.267529E-6
-14.807425E-3	-17.015666E-3	276.245177E-6
-14.807917E-3	-17.015398E-3	276.088715E-6
-14.808387E-3	-17.015375E-3	275.529921E-6
-14.808632E-3	-17.014928E-3	274.501741E-6
-14.808699E-3	-17.014280E-3	273.160636E-6
-14.808722E-3	-17.014168E-3	271.931291E-6
-14.808655E-3	-17.014772E-3	271.014869E-6
-14.808297E-3	-17.015308E-3	270.321965E-6
-14.807560E-3	-17.015062E-3	269.718468E-6
-14.806643E-3	-17.014258E-3	269.137323E-6
-14.805883E-3	-17.013788E-3	268.667936E-6
-14.805414E-3	-17.013945E-3	268.377364E-6
-14.805079E-3	-17.014191E-3	268.131495E-6
-14.804788E-3	-17.013900E-3	267.751515E-6
-14.804609E-3	-17.013386E-3	267.282128E-6
-14.804743E-3	-17.013520E-3	266.879797E-6
-14.805123E-3	-17.014571E-3	266.723335E-6
-14.805548E-3	-17.015755E-3	266.678631E-6
-14.805794E-3	-17.016314E-3	266.656280E-6
-14.806040E-3	-17.016381E-3	266.678631E-6
-14.806442E-3	-17.016716E-3	266.857445E-6
-14.807045E-3	-17.017633E-3	267.192721E-6
-14.807694E-3	-17.018460E-3	267.460942E-6
-14.808185E-3	-17.018594E-3	267.416239E-6
-14.808588E-3	-17.018303E-3	267.013907E-6
-14.808990E-3	-17.018370E-3	266.410410E-6
-14.809415E-3	-17.019019E-3	265.762210E-6
-14.809638E-3	-17.019555E-3	264.979899E-6
-14.809549E-3	-17.019354E-3	264.063478E-6
